timestamp,length,src_ip,dst_ip,protocol,count,attack,attack_group,dst_port
20954244,0,172.28.1.134,205.63.202.67,TCP,1,abortive,closing,80
20954244,0,172.28.1.203,205.63.202.67,TCP,1,abortive,closing,80
20954244,0,172.28.129.124,205.63.202.67,TCP,1,abortive,closing,80
20954244,0,172.28.133.12,205.63.202.67,TCP,1,abortive,closing,80
20954244,0,172.28.133.158,205.63.202.67,TCP,1,abortive,closing,0
20954245,0,172.28.133.86,205.63.202.67,TCP,1,abortive,closing,80
20954245,0,172.28.195.194,205.63.202.67,TCP,1,abortive,closing,80
20954245,0,172.28.198.166,205.63.202.67,TCP,1,abortive,closing,80
20954245,0,172.28.20.99,205.63.202.67,TCP,1,abortive,closing,0
20954246,0,172.28.4.202,205.63.202.67,TCP,1,graceful,closing,80
20954248,0,152.162.178.254,172.28.1.134,TCP,60,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.1.203,TCP,61,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.129.124,TCP,60,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.133.12,TCP,61,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.133.158,TCP,60,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.133.86,TCP,60,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.195.194,TCP,61,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.198.166,TCP,61,rst_during_handshake,invalid,0
20954248,0,152.162.178.254,172.28.20.99,TCP,60,rst_during_handshake,invalid,0
20954249,0,152.162.178.254,172.28.1.134,TCP,600,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.1.203,TCP,599,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.129.124,TCP,600,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.133.12,TCP,599,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.133.158,TCP,600,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.133.86,TCP,600,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.195.194,TCP,599,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.198.166,TCP,599,rst_during_handshake,invalid,499
20954249,0,152.162.178.254,172.28.20.99,TCP,600,rst_during_handshake,invalid,499
20954249,0,None,None,TCP,1,ongoing,ongoing,0
20954250,0,152.162.178.254,172.28.1.134,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.1.203,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.129.124,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.133.12,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.133.158,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.133.86,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.195.194,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.198.166,TCP,600,rst_during_handshake,invalid,499
20954250,0,152.162.178.254,172.28.20.99,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.1.134,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.1.203,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.129.124,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.133.12,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.133.158,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.133.86,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.195.194,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.198.166,TCP,600,rst_during_handshake,invalid,499
20954251,0,152.162.178.254,172.28.20.99,TCP,600,rst_during_handshake,invalid,499
20954251,0,None,None,TCP,2,abortive,closing,0
20954252,0,152.162.178.254,172.28.1.134,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.1.203,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.129.124,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.133.12,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.133.158,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.133.86,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.195.194,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.198.166,TCP,600,rst_during_handshake,invalid,499
20954252,0,152.162.178.254,172.28.20.99,TCP,600,rst_during_handshake,invalid,499
20954252,0,172.28.154.10,211.144.70.97,TCP,1,incomplete_no_synack,invalid,21
20954252,0,None,None,TCP,1,ongoing,ongoing,0
20954253,0,152.162.178.254,172.28.1.134,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.1.203,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.129.124,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.133.12,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.133.158,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.133.86,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.195.194,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.198.166,TCP,490,rst_during_handshake,invalid,499
20954253,0,152.162.178.254,172.28.20.99,TCP,490,rst_during_handshake,invalid,499
20954253,0,158.190.85.16,172.28.116.90,TCP,1,incomplete_no_synack,invalid,80
20954253,0,172.28.4.7,19.202.221.71,TCP,204,incomplete_no_ack,invalid,80
20954253,0,172.28.4.7,19.202.221.71,TCP,26963,incomplete_no_synack,invalid,80
20954253,0,172.28.4.7,19.202.221.72,TCP,184,incomplete_no_ack,invalid,80
20954253,0,172.28.4.7,19.202.221.72,TCP,26966,incomplete_no_synack,invalid,80
20954253,0,172.28.4.7,19.202.221.73,TCP,188,incomplete_no_ack,invalid,80
20954253,0,172.28.4.7,19.202.221.73,TCP,26964,incomplete_no_synack,invalid,80
20954253,0,None,None,TCP,212,ongoing,ongoing,0
20954254,0,172.28.4.7,19.202.221.71,TCP,20416,incomplete_no_synack,invalid,80
20954254,0,172.28.4.7,19.202.221.71,TCP,108,incomplete_no_ack,invalid,80
20954254,0,172.28.4.7,19.202.221.72,TCP,20454,incomplete_no_synack,invalid,80
20954254,0,172.28.4.7,19.202.221.72,TCP,82,incomplete_no_ack,invalid,80
20954254,0,172.28.4.7,19.202.221.73,TCP,20447,incomplete_no_synack,invalid,80
20954254,0,172.28.4.7,19.202.221.73,TCP,87,incomplete_no_ack,invalid,80
20954255,0,120.5.53.166,172.28.4.7,TCP,158,invalid_ack,invalid,80
20954255,0,120.5.53.166,172.28.4.7,TCP,488,incomplete_no_ack,invalid,80
20954255,0,120.5.53.166,172.28.4.7,TCP,26506,incomplete_no_synack,invalid,80
20954255,0,172.28.23.56,24.168.166.204,TCP,23,rst_during_handshake,invalid,3446
20954255,0,172.28.23.56,24.168.166.204,TCP,1,incomplete_no_synack,invalid,80
20954255,0,172.28.4.7,19.202.221.71,TCP,2196,incomplete_no_synack,invalid,80
20954255,0,172.28.4.7,19.202.221.71,TCP,7,incomplete_no_ack,invalid,80
20954255,0,172.28.4.7,19.202.221.72,TCP,2206,incomplete_no_synack,invalid,80
20954255,0,172.28.4.7,19.202.221.72,TCP,4,incomplete_no_ack,invalid,80
20954255,0,172.28.4.7,19.202.221.73,TCP,2206,incomplete_no_synack,invalid,80
20954255,0,172.28.4.7,19.202.221.73,TCP,4,incomplete_no_ack,invalid,80
20954256,0,120.5.53.166,172.28.4.7,TCP,312,incomplete_no_ack,invalid,80
20954256,0,120.5.53.166,172.28.4.7,TCP,20347,incomplete_no_synack,invalid,80
20954256,0,138.106.196.178,172.28.219.190,TCP,1,graceful,closing,80
20954256,0,172.28.219.190,28.133.133.90,TCP,1,graceful,closing,80
20954256,0,172.28.23.56,24.168.166.204,TCP,9,rst_during_handshake,invalid,3446
20954257,0,120.5.53.166,172.28.4.7,TCP,2174,incomplete_no_synack,invalid,80
20954257,0,120.5.53.166,172.28.4.7,TCP,14,incomplete_no_ack,invalid,80
20954261,0,138.106.196.178,172.28.219.190,TCP,1,graceful,closing,10000
20954261,0,None,None,TCP,1,abortive,closing,0
20954269,0,172.28.14.52,198.123.37.66,TCP,1,graceful,closing,80
20954269,0,172.28.14.52,28.133.133.90,TCP,1,graceful,closing,80
20954270,0,155.108.237.71,172.28.4.7,TCP,149,invalid_ack,invalid,80
20954270,0,155.108.237.71,172.28.4.7,TCP,20995,incomplete_no_synack,invalid,80
20954270,0,155.108.237.71,172.28.4.7,TCP,453,incomplete_no_ack,invalid,80
20954270,0,172.28.4.7,218.233.109.140,TCP,131,invalid_ack,invalid,80
20954270,0,172.28.4.7,218.233.109.140,TCP,383,incomplete_no_ack,invalid,80
20954270,0,172.28.4.7,218.233.109.140,TCP,21058,incomplete_no_synack,invalid,80
20954271,0,155.108.237.71,172.28.4.7,TCP,23588,incomplete_no_synack,invalid,80
20954271,0,155.108.237.71,172.28.4.7,TCP,502,incomplete_no_ack,invalid,80
20954271,0,172.28.4.7,218.233.109.140,TCP,23681,incomplete_no_synack,invalid,80
20954271,0,172.28.4.7,218.233.109.140,TCP,412,incomplete_no_ack,invalid,80
20954272,0,155.108.237.71,172.28.4.7,TCP,8905,incomplete_no_synack,invalid,80
20954272,0,155.108.237.71,172.28.4.7,TCP,165,incomplete_no_ack,invalid,80
20954272,0,172.28.14.52,198.123.37.66,TCP,1,graceful,closing,10000
20954272,0,172.28.23.56,24.168.166.204,TCP,32,rst_during_handshake,invalid,3446
20954272,0,172.28.23.56,24.168.166.204,TCP,1,incomplete_no_synack,invalid,80
20954272,0,172.28.4.7,218.233.109.140,TCP,8912,incomplete_no_synack,invalid,80
20954272,0,172.28.4.7,218.233.109.140,TCP,163,incomplete_no_ack,invalid,80
20954273,0,155.108.237.71,172.28.4.7,TCP,49,incomplete_no_ack,invalid,80
20954273,0,155.108.237.71,172.28.4.7,TCP,3370,incomplete_no_synack,invalid,80
20954273,0,172.28.4.7,218.233.109.140,TCP,50,incomplete_no_ack,invalid,80
20954273,0,172.28.4.7,218.233.109.140,TCP,3367,incomplete_no_synack,invalid,80
20954274,0,155.108.237.71,172.28.4.7,TCP,1252,incomplete_no_synack,invalid,80
20954274,0,155.108.237.71,172.28.4.7,TCP,10,incomplete_no_ack,invalid,80
20954274,0,172.28.4.7,218.233.109.140,TCP,1247,incomplete_no_synack,invalid,80
20954274,0,172.28.4.7,218.233.109.140,TCP,11,incomplete_no_ack,invalid,80
20954274,0,None,None,TCP,1,abortive,closing,0
20954275,0,155.108.237.71,172.28.4.7,TCP,216,incomplete_no_synack,invalid,80
20954275,0,155.108.237.71,172.28.4.7,TCP,1,incomplete_no_ack,invalid,80
20954275,0,172.28.4.7,218.233.109.140,TCP,215,incomplete_no_synack,invalid,80
20954275,0,172.28.4.7,218.233.109.140,TCP,2,incomplete_no_ack,invalid,80
20954276,0,None,None,TCP,1,ongoing,ongoing,0
20954280,0,172.28.192.5,24.252.33.237,TCP,1,graceful,closing,0
20954280,0,172.28.192.5,24.252.33.237,TCP,1,rst_during_handshake,invalid,0
20954284,0,172.28.221.155,24.252.33.237,TCP,1,abortive,closing,80
20954285,0,172.28.221.155,24.252.33.237,TCP,1,abortive,closing,80
20954287,0,172.28.221.155,24.252.33.237,TCP,1,abortive,closing,80
20954289,0,172.28.221.155,24.252.33.237,TCP,1,abortive,closing,80
20954294,0,172.28.134.218,35.182.39.183,TCP,3,rst_during_handshake,invalid,18582
20954297,0,1.101.50.36,172.28.4.7,TCP,3,invalid_ack,invalid,80
20954297,0,1.101.50.36,172.28.4.7,TCP,7,incomplete_no_ack,invalid,80
20954297,0,1.102.195.22,172.28.4.7,TCP,3,invalid_ack,invalid,80
20954297,0,1.102.195.22,172.28.4.7,TCP,7,incomplete_no_ack,invalid,80
20954297,0,1.144.159.30,172.28.4.7,TCP,9,incomplete_no_ack,invalid,80
20954297,0,1.181.20.71,172.28.4.7,TCP,9,incomplete_no_ack,invalid,80
20954297,0,1.199.49.19,172.28.4.7,TCP,2,invalid_ack,invalid,80
20954297,0,1.199.49.19,172.28.4.7,TCP,7,incomplete_no_ack,invalid,80
20954297,0,1.226.12.37,172.28.4.7,TCP,2,invalid_ack,invalid,80
20954297,0,1.226.12.37,172.28.4.7,TCP,7,incomplete_no_ack,invalid,80
20954297,0,1.23.177.16,172.28.4.7,TCP,4,invalid_ack,invalid,80
20954297,0,1.23.177.16,172.28.4.7,TCP,6,incomplete_no_ack,invalid,80
20954297,0,1.90.252.36,172.28.4.7,TCP,4,invalid_ack,invalid,80
20954297,0,1.90.252.36,172.28.4.7,TCP,6,incomplete_no_ack,invalid,80
20954297,0,172.28.2.93,28.133.133.90,TCP,1,abortive,closing,80
20954297,0,172.28.2.93,34.110.234.33,TCP,1,graceful,closing,80
20954297,0,172.28.4.7,2.190.156.35,TCP,8,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,2.234.50.12,TCP,8,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,2.66.18.14,TCP,8,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,3.1.141.25,TCP,2,invalid_ack,invalid,80
20954297,0,172.28.4.7,3.1.141.25,TCP,6,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,3.118.53.21,TCP,2,invalid_ack,invalid,80
20954297,0,172.28.4.7,3.118.53.21,TCP,5,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,3.121.212.34,TCP,2,invalid_ack,invalid,80
20954297,0,172.28.4.7,3.121.212.34,TCP,5,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,3.194.221.19,TCP,2,invalid_ack,invalid,80
20954297,0,172.28.4.7,3.194.221.19,TCP,5,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,3.230.71.16,TCP,6,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,4.149.26.80,TCP,6,incomplete_no_ack,invalid,80
20954297,0,172.28.4.7,4.220.7.27,TCP,5,rst_during_handshake,invalid,80
20954297,0,172.28.4.7,4.220.7.27,TCP,1,invalid_ack,invalid,80
20954297,0,172.28.4.7,5.154.248.27,TCP,6,invalid_ack,invalid,80
20954297,0,172.28.4.7,5.180.127.39,TCP,5,invalid_ack,invalid,80
20954297,0,172.28.4.7,5.189.157.16,TCP,5,invalid_ack,invalid,80
20954297,0,172.28.4.7,6.108.61.62,TCP,4,incomplete_no_ack,invalid,0
20954297,0,172.28.4.7,6.114.72.11,TCP,4,invalid_ack,invalid,0
20954297,0,172.28.4.7,6.148.44.38,TCP,3,incomplete_no_ack,invalid,0
20954297,0,172.28.4.7,6.166.35.36,TCP,2,invalid_ack,invalid,0
20954297,0,172.28.4.7,6.166.35.36,TCP,1,rst_during_handshake,invalid,0
20954297,0,172.28.4.7,6.216.54.23,TCP,2,rst_during_handshake,invalid,0
20954297,0,172.28.4.7,6.216.54.23,TCP,1,invalid_ack,invalid,0
20954297,0,172.28.4.7,6.223.43.24,TCP,3,invalid_ack,invalid,0
20954297,0,172.28.4.7,6.231.114.20,TCP,2,invalid_ack,invalid,0
20954297,0,172.28.4.7,6.24.147.26,TCP,5,invalid_ack,invalid,80
20954297,0,172.28.4.7,6.56.181.16,TCP,4,invalid_ack,invalid,0
20954297,0,172.28.4.7,6.73.219.34,TCP,4,incomplete_no_ack,invalid,0
20954297,0,172.28.4.7,6.9.39.78,TCP,5,invalid_ack,invalid,80
20954297,0,172.28.4.7,7.12.133.14,TCP,2,invalid_ack,invalid,0
20954297,0,172.28.4.7,7.122.229.21,TCP,2,incomplete_no_ack,invalid,0
20954297,0,172.28.4.7,7.64.14.33,TCP,2,incomplete_no_ack,invalid,0
20954298,0,1.101.50.36,172.28.4.7,TCP,14,incomplete_no_ack,invalid,80
20954298,0,1.102.195.22,172.28.4.7,TCP,14,incomplete_no_ack,invalid,80
20954298,0,1.144.159.30,172.28.4.7,TCP,12,incomplete_no_ack,invalid,80
20954298,0,1.144.159.30,172.28.4.7,TCP,3,incomplete_no_synack,invalid,80
20954298,0,1.181.20.71,172.28.4.7,TCP,13,incomplete_no_ack,invalid,80
20954298,0,1.181.20.71,172.28.4.7,TCP,2,incomplete_no_synack,invalid,0
20954298,0,1.199.49.19,172.28.4.7,TCP,14,incomplete_no_ack,invalid,80
20954298,0,1.199.49.19,172.28.4.7,TCP,1,incomplete_no_synack,invalid,0
20954298,0,1.226.12.37,172.28.4.7,TCP,15,incomplete_no_ack,invalid,80
20954298,0,1.23.177.16,172.28.4.7,TCP,13,incomplete_no_ack,invalid,80
20954298,0,1.23.177.16,172.28.4.7,TCP,1,incomplete_no_synack,invalid,80
20954298,0,1.90.252.36,172.28.4.7,TCP,13,incomplete_no_ack,invalid,80
20954298,0,1.90.252.36,172.28.4.7,TCP,1,incomplete_no_synack,invalid,0
20954298,0,11.134.54.38,172.28.4.7,TCP,2,incomplete_no_ack,invalid,80
20954298,0,11.134.54.38,172.28.4.7,TCP,10,incomplete_no_synack,invalid,80
20954298,0,11.202.138.30,172.28.4.7,TCP,6,incomplete_no_ack,invalid,80
20954298,0,11.202.138.30,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,11.220.46.14,172.28.4.7,TCP,9,incomplete_no_synack,invalid,80
20954298,0,11.220.46.14,172.28.4.7,TCP,3,incomplete_no_ack,invalid,80
20954298,0,11.239.103.20,172.28.4.7,TCP,10,incomplete_no_synack,invalid,80
20954298,0,11.239.103.20,172.28.4.7,TCP,1,incomplete_no_ack,invalid,0
20954298,0,11.247.62.26,172.28.4.7,TCP,10,incomplete_no_synack,invalid,80
20954298,0,11.247.62.26,172.28.4.7,TCP,1,incomplete_no_ack,invalid,0
20954298,0,11.6.70.13,172.28.4.7,TCP,11,incomplete_no_synack,invalid,80
20954298,0,11.6.70.13,172.28.4.7,TCP,2,incomplete_no_ack,invalid,80
20954298,0,11.88.142.12,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,11.88.142.12,172.28.4.7,TCP,6,incomplete_no_ack,invalid,80
20954298,0,12.1.248.28,172.28.4.7,TCP,5,incomplete_no_ack,invalid,80
20954298,0,12.1.248.28,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,12.12.84.37,172.28.4.7,TCP,9,incomplete_no_synack,invalid,80
20954298,0,12.12.84.37,172.28.4.7,TCP,2,invalid_ack,invalid,80
20954298,0,12.17.231.15,172.28.4.7,TCP,8,incomplete_no_synack,invalid,80
20954298,0,12.17.231.15,172.28.4.7,TCP,2,incomplete_no_ack,invalid,0
20954298,0,12.27.5.69,172.28.4.7,TCP,9,incomplete_no_synack,invalid,80
20954298,0,12.27.5.69,172.28.4.7,TCP,1,invalid_ack,invalid,0
20954298,0,14.105.10.36,172.28.4.7,TCP,4,invalid_ack,invalid,80
20954298,0,14.105.10.36,172.28.4.7,TCP,5,incomplete_no_synack,invalid,80
20954298,0,14.115.75.28,172.28.4.7,TCP,9,incomplete_no_synack,invalid,80
20954298,0,14.221.228.15,172.28.4.7,TCP,7,incomplete_no_synack,invalid,80
20954298,0,14.221.228.15,172.28.4.7,TCP,1,invalid_ack,invalid,0
20954298,0,14.51.154.31,172.28.4.7,TCP,4,invalid_ack,invalid,80
20954298,0,14.51.154.31,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,14.52.155.19,172.28.4.7,TCP,10,incomplete_no_synack,invalid,80
20954298,0,14.81.203.35,172.28.4.7,TCP,8,incomplete_no_synack,invalid,80
20954298,0,14.81.203.35,172.28.4.7,TCP,1,incomplete_no_ack,invalid,0
20954298,0,14.90.67.18,172.28.4.7,TCP,8,incomplete_no_synack,invalid,80
20954298,0,14.90.67.18,172.28.4.7,TCP,1,incomplete_no_ack,invalid,0
20954298,0,15.149.56.11,172.28.4.7,TCP,8,incomplete_no_synack,invalid,80
20954298,0,15.174.249.16,172.28.4.7,TCP,8,incomplete_no_synack,invalid,80
20954298,0,15.178.251.26,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,15.178.251.26,172.28.4.7,TCP,1,invalid_ack,invalid,0
20954298,0,15.184.166.14,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,15.184.166.14,172.28.4.7,TCP,1,incomplete_no_ack,invalid,0
20954298,0,15.185.49.16,172.28.4.7,TCP,7,incomplete_no_synack,invalid,80
20954298,0,15.231.243.19,172.28.4.7,TCP,7,incomplete_no_synack,invalid,80
20954298,0,15.56.132.39,172.28.4.7,TCP,8,incomplete_no_synack,invalid,80
20954298,0,16.141.168.14,172.28.4.7,TCP,5,incomplete_no_synack,invalid,80
20954298,0,16.16.174.14,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,16.161.221.15,172.28.4.7,TCP,5,incomplete_no_synack,invalid,80
20954298,0,16.19.124.18,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,16.199.43.11,172.28.4.7,TCP,5,incomplete_no_synack,invalid,80
20954298,0,16.225.81.18,172.28.4.7,TCP,5,incomplete_no_synack,invalid,80
20954298,0,16.231.228.19,172.28.4.7,TCP,4,incomplete_no_synack,invalid,0
20954298,0,16.244.78.44,172.28.4.7,TCP,4,incomplete_no_synack,invalid,0
20954298,0,16.5.197.28,172.28.4.7,TCP,5,incomplete_no_synack,invalid,80
20954298,0,16.5.197.28,172.28.4.7,TCP,1,incomplete_no_ack,invalid,0
20954298,0,16.98.115.22,172.28.4.7,TCP,6,incomplete_no_synack,invalid,80
20954298,0,17.163.65.12,172.28.4.7,TCP,3,incomplete_no_synack,invalid,0
20954298,0,17.202.87.37,172.28.4.7,TCP,3,incomplete_no_synack,invalid,0
20954298,0,17.241.216.32,172.28.4.7,TCP,3,incomplete_no_synack,invalid,0
20954298,0,17.246.169.62,172.28.4.7,TCP,3,incomplete_no_synack,invalid,0
20954298,0,17.59.230.16,172.28.4.7,TCP,4,incomplete_no_synack,invalid,0
